Title,Author(s),Year published,Type,Notes
Various works,Shen Congwen,1902–1988,Novels,"""Denounced by the Communists and Nationalists alike, Mr. Shen saw his writings banned in Taiwan, while mainland China publishing houses burned his books and destroyed printing plates for his novels."""
