Title,Author(s),Year published,Type,Notes
My Watch (2005),Olusegun Obasanjo,2014,Autobiography,Banned in Nigeria because this three-volume memoirs of the former Nigerian president were highly critical of nearly everyone in Nigerian politics. The books were ordered to be seized by the High Court in Nigeria until a libel case had been heard in court.
