Title,Author(s),Year published,Type,Notes
Little Black Sambo (1899),Helen Bannerman,1899,Children's story,"Banned in Japan (1988–2005) to quell ""political threats to boycott Japanese cultural exports"", although the pictures were not those of the original version."
