Title,Author(s),Year published,Type,Notes
On the Origins and Perpetual Use of the Legislative Powers of the Apostolic Kings of Hungary in Matters Ecclesiastical (1764),Adam F. Kollár,1764,Political,Banned in the Papal States for arguments against the political role of the Roman Catholic Church. Original title: De Originibus et Usu perpetuo.
